GeneID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,pan_gene_symbol,product,TIGRFAM Meta Role,TIGRFAM Main Role,TIGRFAM Sub Role,TIGRFAM function,TIGRFAM,TIGRFAM HMM score
SAUSA300_RS02725,2500.6694851400443,-1.292412681188628,0.08890866102899124,-3.2889110892501066,0.001005757896923342,0.018278556561476388,mcsB,protein arginine kinase,NA,NA,NA,NA,NA,NA
SAUSA300_RS02860,6304.247900029016,1.7725528602158789,0.09271082275028127,8.332930690268684,7.886533591846513e-17,2.3309088171457475e-15,kbl,2-amino-3-ketobutyrate CoA ligase,NA,NA,NA,putative pyridoxal phosphate-dependent acyltransferase,TIGR01825,692.5
SAUSA300_RS02870,487.3495115585656,1.4762171614495117,0.1035038962713121,4.6009587909735865,4.205506312656957e-6,8.789508193453039e-5,araB,ribulokinase,Metabolism,Energy metabolism,Sugars,ribulokinase,TIGR01234,557
SAUSA300_RS02970,114.63625087449432,-1.5592252901498491,0.1597180590073393,-3.5013278625189894,4.6294593068991796e-4,0.008627896771966242,-,HAD family hydrolase,Metabolism,Energy metabolism,Sugars,"phosphoglycolate phosphatase, bacterial",TIGR01449,94
SAUSA300_RS02980,31737.051278584673,-4.247333710921235,0.3440059262302952,-9.439760955592677,3.736308073136784e-21,1.2147152691109144e-19,NA,hypothetical protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS03000,560.766203388414,-2.8631453483475977,0.1424115808690543,-13.082821895367744,4.128248944891833e-39,1.887383814492735e-37,NA,hypothetical protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS03005,8363.138448654043,-4.698566621698678,0.10866954933864163,-34.03498628832089,6.769491826709223e-254,6.602511028317063e-251,NA,protein VraX,NA,NA,NA,NA,NA,NA
SAUSA300_RS03170,4284.396786969483,1.3243200932165504,0.06752919360989847,4.802664979091523,1.5656772374847233e-6,3.3196895629567396e-5,-,flavodoxin family protein,NA,NA,NA,FMN reductase,TIGR03566,19.4
SAUSA300_RS03410,568.9051213380127,2.56514998991751,0.15403661344147832,10.160895873708252,2.9634081834631365e-24,1.0322538505729927e-22,dhaK,dihydroxyacetone kinase subunit DhaK,NA,NA,NA,"dihydroxyacetone kinase, DhaK subunit",TIGR02363,479.3
SAUSA300_RS03415,436.13857661505955,2.169029248672212,0.12472705610577502,9.372699758750134,7.07005156759211e-21,2.2732935040411556e-19,dhaL,dihydroxyacetone kinase subunit L,NA,NA,NA,"dihydroxyacetone kinase, L subunit",TIGR02365,240.1
SAUSA300_RS03420,269.5138909509061,2.182181670463243,0.1789199009495935,6.6073235240404875,3.913302375435723e-11,9.70366334790248e-10,dhaM,PTS-dependent dihydroxyacetone kinase phosphotransferase subunit DhaM,NA,NA,NA,"dihydroxyacetone kinase, phosphotransfer subunit",TIGR02364,144.8
SAUSA300_RS03720,1164.8462708973893,1.5969242638085164,0.14002003772326801,4.263134573554837,2.015790337755418e-5,4.0677258815671405e-4,saeP,hypothetical protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS04075,16444.112403250445,-3.353192428263732,0.12223918051401664,-19.250721563810725,1.392104920689317e-82,9.934875604724247e-81,gapR,transcriptional regulator,Genetic information processing,DNA metabolism,"DNA replication, recombination, and repair",DnaD family protein,TIGR04548,16.8
SAUSA300_RS04080,48722.519773432134,-2.640458127459777,0.10281067103074978,-15.956107581178323,2.583494065294199e-57,1.426283704726571e-55,gapA,aldehyde dehydrogenase,Metabolism,Energy metabolism,Glycolysis/gluconeogenesis,"glyceraldehyde-3-phosphate dehydrogenase, type I",TIGR01534,435.2
SAUSA300_RS04085,13440.101554664672,-2.481757838789545,0.1290032650343224,-11.486204154563923,1.547639299410567e-30,6.289434152882388e-29,pgk,phosphoglycerate kinase,NA,NA,NA,NA,NA,NA
SAUSA300_RS04090,11709.341219105436,-2.462339182389553,0.14072062986287442,-10.3917896318012,2.7023427050343737e-25,9.526571993892262e-24,tpiA,triose-phosphate isomerase,Metabolism,Energy metabolism,Glycolysis/gluconeogenesis,triose-phosphate isomerase,TIGR00419,197.4
SAUSA300_RS04095,19658.80775738105,-2.4359234769556233,0.12342389630134434,-11.634079947125953,2.7655603863873416e-31,1.1560042415099087e-29,pgm,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase",Metabolism,Energy metabolism,Glycolysis/gluconeogenesis,"phosphoglycerate mutase (2,3-diphosphoglycerate-independent)",TIGR01307,694.5
SAUSA300_RS04185,289.52043018516764,1.6065909991865739,0.20045563622160742,3.0260610807469455,0.002477622466876119,0.04367182733782846,nuc,thermonuclease,Metabolism,Transport and binding proteins,"Nucleosides, purines and pyrimidines",nucleoside Transporter,TIGR00939,12.9
SAUSA300_RS04640,14347.341627371654,2.30321723446969,0.12430106787458614,10.484360727975194,1.0193265312066339e-25,3.637255402817818e-24,rocD,Ornithine aminotransferase 2,NA,NA,NA,ornithine--oxo-acid transaminase,TIGR01885,538.4
SAUSA300_RS04645,24808.988679938735,2.232090075905132,0.10855064464733367,11.35037087903094,7.384878893184445e-30,2.920021032629417e-28,gudB,NAD-specific glutamate dehydrogenase,Cellular processes,Cellular processes,Sporulation and germination,"dipicolinic acid synthetase, A subunit",TIGR02853,11.9
SAUSA300_RS15760,510.86424793948737,1.537810741939861,0.14966206697656084,3.5935006966333667,3.262647761907897e-4,0.006159037000866134,NA,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS04655,2518.3332513216405,2.962832727450994,0.08546759673113936,22.965811635321824,1.0242223617005849e-116,1.362215741061778e-114,glpQ,glycerophosphodiester phosphodiesterase,NA,NA,NA,NA,NA,NA
SAUSA300_RS04730,4953.967593189221,-1.5176889077642568,0.09172921157337756,-5.643664639482249,1.664681849170436e-8,3.8053586645880437e-7,clpB,chaperone protein ClpB,Genetic information processing,Protein fate,Protein folding and stabilization,ATP-dependent chaperone protein ClpB,TIGR03346,1277
SAUSA300_RS04925,14488.249727939827,1.6692836226971044,0.06034510295815408,11.090935136215025,1.3882882181875868e-28,5.3449096400222094e-27,-,hypothetical protein,Genetic information processing,Transcription,RNA processing,2'-5' RNA ligase,TIGR02258,15.8
SAUSA300_RS05190,5712.05795070447,1.2374158690488806,0.07896356776034895,3.006650735050721,0.002641430592665337,0.046280394695441776,folD,bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase,NA,Unknown function,General,"putative RNA-binding protein, YhbY family",TIGR00253,11.1
SAUSA300_RS05635,4367.598924380251,2.8102415187296974,0.16327216820792997,11.08726330150968,1.4464536068696202e-28,5.496523706104557e-27,sdhC,succinate dehydrogenase cytochrome B558,Metabolism,Energy metabolism,TCA cycle,"succinate dehydrogenase (or fumarate reductase) cytochrome b subunit, b558 family",TIGR02046,143.1
SAUSA300_RS05640,20017.999286860686,2.68794057855562,0.1295934574951173,13.024890385529043,8.832783511405177e-39,3.976111469903315e-37,sdhA,succinate dehydrogenase flavoprotein subunit,Metabolism,Energy metabolism,TCA cycle,"succinate dehydrogenase or fumarate reductase, flavoprotein subunit",TIGR01811,970.9
SAUSA300_RS05645,16705.197337741476,2.4340448367140803,0.06963823901533998,20.59277857957016,3.185654350480955e-94,2.912882696721023e-92,sdhB,succinate dehydrogenase iron-sulfur subunit,Metabolism,Energy metabolism,TCA cycle; Anaerobic; Aerobic,succinate dehydrogenase and fumarate reductase iron-sulfur protein,TIGR00384,137.1
SAUSA300_RS05670,406.5174218816974,2.0177139328984297,0.14079157112395016,7.228514638866088,4.88305203271826e-13,1.335309368947068e-11,ecb,fibrinogen-binding protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS05690,205.34760353390024,1.7042772255534062,0.12207516244519681,5.7692098166945085,7.964409312479374e-9,1.8495128292313212e-7,efb,fibrinogen-binding protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS05695,156.5535211998193,1.836615464115997,0.1550635875262424,5.395305741745536,6.840696724499639e-8,1.539682970452765e-6,scc,fibrinogen-binding protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS05720,275.418332914011,2.973426969733369,0.20249635596565088,9.745493741468207,1.928391406120436e-22,6.411901425350449e-21,hla,alpha-hemolysin,Cellular processes,Cellular processes,Toxin production and resistance,beta-channel forming cytolysin,TIGR01002,436.1
SAUSA300_RS05990,4986.450216203637,2.1441612124407974,0.17148961402731713,6.671897997615997,2.5251606331244134e-11,6.369500010794856e-10,-,hypothetical protein,Genetic information processing,Protein fate,Protein and peptide secretion and trafficking,outer membrane assembly lipoprotein YfiO,TIGR03302,12
SAUSA300_RS06160,16752.60467386038,3.0480444724284577,0.20608213605014747,9.9380009916536,2.8447842269033994e-23,9.678882148743427e-22,sucC,succinyl-CoA ligase subunit beta,Metabolism,Energy metabolism,TCA cycle,"succinate-CoA ligase, beta subunit",TIGR01016,545.1
SAUSA300_RS06165,18043.29989935553,2.723613830052409,0.15700642894319553,10.977982504627294,4.876937505367974e-28,1.8294768129111142e-26,sucD,succinyl-CoA ligase subunit alpha,Metabolism,Energy metabolism,TCA cycle,"succinate-CoA ligase, alpha subunit",TIGR01019,479.4
SAUSA300_RS06435,2537.2443453757064,3.341442543273858,0.0860968327068541,27.19545504357976,7.350687682860303e-163,3.072587451435607e-160,glpF,aquaporin family protein,Metabolism,Transport and binding proteins,Unknown substrate,MIP family channel proteins,TIGR00861,196.8
SAUSA300_RS06440,1804.0709588218883,2.112792135291463,0.11512387338583792,9.66604147831213,4.203225826158916e-22,1.3818695244203356e-20,glpK,glycerol kinase,Metabolism,Energy metabolism,Other,glycerol kinase,TIGR01311,760.2
SAUSA300_RS07100,13467.162032937607,2.632174652519508,0.07265308724371872,22.46531722794229,9.06622192613884e-112,1.0611106142352899e-109,sucB,dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex,Metabolism,Energy metabolism,TCA cycle,"dihydrolipoyllysine-residue succinyltransferase, E2 component of oxoglutarate dehydrogenase (succinyl-transferring) complex",TIGR01347,610.9
SAUSA300_RS07105,22569.184350221698,2.62936840305668,0.09629387455309052,16.920789724359324,3.1616259252648334e-64,1.9272744702760214e-62,sucA,2-oxoglutarate dehydrogenase E1 component,Metabolism,Energy metabolism,TCA cycle,"oxoglutarate dehydrogenase (succinyl-transferring), E1 component",TIGR00239,1033.1
SAUSA300_RS07950,941.1817034361108,1.9412975479794172,0.08805273966315917,10.690156281114005,1.131801064268456e-26,4.139562392561879e-25,malA,alpha-glucosidase,NA,NA,NA,"alpha,alpha-phosphotrehalase",TIGR02403,597.7
SAUSA300_RS07955,282.15665396276887,1.9406917596065394,0.13818440305606333,6.80751039048081,9.930214095957495e-12,2.548754951295757e-10,malR,LacI family transcriptional regulator,Signal transduction,Regulatory functions,DNA interactions,catabolite control protein A,TIGR01481,117.9
SAUSA300_RS08165,21344.15566793839,1.8379702674681715,0.09418358057797177,8.897201214116519,5.727261156998406e-19,1.782762355891206e-17,gcvPB,glycine dehydrogenase,Metabolism,Energy metabolism,Amino acids and amines,glycine dehydrogenase,TIGR00461,404.2
SAUSA300_RS08170,16440.46657617463,1.9572885797107116,0.09535464938495253,10.039243874161597,1.0245649498462869e-23,3.5269141685296883e-22,gcvPA,glycine dehydrogenase,Metabolism,Energy metabolism,Amino acids and amines,glycine dehydrogenase,TIGR00461,316.7
SAUSA300_RS08175,10331.392108121861,2.1365882982676228,0.13074567943924875,8.693123192615637,3.526096771749756e-18,1.0636452736226584e-16,gcvT,aminomethyltransferase,Metabolism,Energy metabolism,Amino acids and amines,glycine cleavage system T protein,TIGR00528,442
SAUSA300_RS08745,186.50163935119983,-2.755557683632887,0.20641360796575475,-8.505048193935664,1.815201727908717e-17,5.419673730470312e-16,NA,hypothetical protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS08750,1192.2408302155125,-3.279192026110948,0.14840310452736608,-15.358115541920196,3.1252756042980712e-53,1.6043081435396767e-51,-,DUF4930 domain-containing protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS15375,601.9344649369494,-2.2225153121049788,0.15429436124255727,-7.923266296058175,2.313513728920079e-15,6.572175894000146e-14,NA,hypothetical protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS08910,4077.2525165558745,2.7900621088015582,0.11376271164676471,15.73505134406196,8.698614394412682e-56,4.713360318157686e-54,gapB,aldehyde dehydrogenase,Metabolism,Energy metabolism,Glycolysis/gluconeogenesis,"glyceraldehyde-3-phosphate dehydrogenase, type I",TIGR01534,412.6
SAUSA300_RS08950,36721.96786242838,1.566374947440852,0.08251749138367756,6.8636956594742555,6.7101510105880615e-12,1.7375134386708556e-10,citC,isocitrate dehydrogenase (NADP(+)),Metabolism,Energy metabolism,TCA cycle,"isocitrate dehydrogenase, NADP-dependent",TIGR00183,700
SAUSA300_RS08955,12621.01615453621,2.0366128053949963,0.1340956397157877,7.730399046472137,1.0720998185151548e-14,2.959400065071078e-13,citZ,citrate synthase,NA,NA,NA,2-methylcitrate synthase/citrate synthase II,TIGR01800,490.6
SAUSA300_RS09035,2822.5659985299385,2.067836925497514,0.20518271855016415,5.20432194798337,1.9470620224836093e-7,4.251569759542568e-6,ald2,alanine dehydrogenase,Metabolism,Energy metabolism,Amino acids and amines,alanine dehydrogenase,TIGR00518,575.8
SAUSA300_RS09165,16467.99946234221,2.5157712173207902,0.10538349461850652,14.383383496703704,6.579754137843091e-47,3.2631119673438783e-45,fhs,formate--tetrahydrofolate ligase,NA,NA,NA,NA,NA,NA
SAUSA300_RS09170,3653.9998692654062,3.84645430289615,0.18782580986571062,15.15475591417001,7.047676169163037e-52,3.5554311156846633e-50,acsA,acetate--CoA ligase,NA,NA,NA,acetate--CoA ligase,TIGR02188,543.7
SAUSA300_RS09175,798.4252073113398,1.601959954133967,0.134094070364173,4.489087045379134,7.1529066583376154e-6,1.484354956191196e-4,acuA,hypothetical protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS09180,1392.7644185945962,2.2848250671017865,0.10632208597208151,12.084272570039316,1.2789707535615932e-33,5.58547526107645e-32,acuC,acetoin utilization protein AcuC,NA,NA,NA,NA,NA,NA
SAUSA300_RS09300,626.7015090653415,2.903434078215432,0.12175717673175832,15.633033955845278,4.336538450115083e-55,2.3070384554612245e-53,-,rhodanese-like domain-containing protein,Genetic information processing,Protein synthesis,tRNA and rRNA base modification,tRNA 2-selenouridine synthase,TIGR03167,24
SAUSA300_RS09305,7160.060477728904,2.77904803585517,0.07173216769622617,24.801258528658206,8.688978666291643e-136,2.1186626314641123e-133,leuS,leucine--tRNA ligase,Genetic information processing,Protein synthesis,tRNA aminoacylation,leucine--tRNA ligase,TIGR00396,1186.6
SAUSA300_RS09350,2222.623349867893,2.347402693093429,0.07486111309232232,17.998699691143347,1.994467589282966e-72,1.268654818748252e-70,putA,proline dehydrogenase,NA,NA,NA,acidobacterial duplicated orphan permease,TIGR03434,15.5
SAUSA300_RS09470,8620.12468197359,3.4642887192897653,0.09329160508087284,26.414903218285474,9.238693699297516e-154,3.3790522205180664e-151,pckA,phosphoenolpyruvate carboxykinase (ATP),Metabolism,Energy metabolism,Glycolysis/gluconeogenesis,phosphoenolpyruvate carboxykinase (ATP),TIGR00224,792.5
SAUSA300_RS09510,9157.544928079133,2.386064183268783,0.07271615032044841,19.061297623163775,5.294529160767447e-81,3.6885219820013214e-79,-,calcium-binding protein,Cellular processes,Cellular processes,Pathogenesis,putative immunoglobulin-blocking virulence protein,TIGR04526,16.2
SAUSA300_RS09515,14802.419194164966,2.4197968455572183,0.1002599977501995,14.161149784729504,1.5936516858785037e-45,7.771708054800836e-44,-,DUF4352 domain-containing protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS09520,276.6402699182684,2.1380895690646216,0.17075840402537582,6.664911021863931,2.6482574951161103e-11,6.622907205734819e-10,-,hypothetical protein,Metabolism,Transport and binding proteins,Cations and iron carrying compounds,K+-dependent Na+/Ca+ exchanger,TIGR00927,5.8
SAUSA300_RS09525,127.42065605694764,1.7343185747080878,0.17824677805066616,4.119673762065757,3.794092110978647e-5,7.552050011376545e-4,-,hypothetical protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS09530,207.48078364575505,1.664158378412855,0.14883981091306542,4.462236106983351,8.110878451768806e-6,1.6712979119630652e-4,-,hypothetical protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS09855,8356.41981507041,1.6604849343833572,0.09153941674786144,7.215306343961249,5.381269242362932e-13,1.457925352143883e-11,fumC,class II fumarate hydratase,Metabolism,Energy metabolism,TCA cycle,"fumarate hydratase, class II",TIGR00979,751.7
