GeneID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,pan_gene_symbol,product,TIGRFAM Meta Role,TIGRFAM Main Role,TIGRFAM Sub Role,TIGRFAM function,TIGRFAM,TIGRFAM HMM score
SAUSA300_RS00860,121.34381066172364,-1.533818314924941,0.18635316074408032,-2.864551976438093,0.004175996148822254,0.02758231316355286,capL,glycosyltransferase WbuB,NA,NA,NA,colanic acid biosynthesis glycosyltransferase WcaI,TIGR04007,49.7
SAUSA300_RS00870,159.4187317788393,-1.7585608878367722,0.15419195947321698,-4.919587833427421,8.672664405386474e-7,8.487028779318001e-6,capN,UDP-glucose 4-epimerase,Cell structure,Cell envelope,Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides,dTDP-4-dehydrorhamnose reductase,TIGR01214,66.4
SAUSA300_RS00875,275.56978051901785,-1.8614715370207113,0.17771585122254702,-4.847465946872248,1.2504848871250158e-6,1.2075639537055433e-5,capO,UDP-N-acetyl-D-mannosamine dehydrogenase,NA,NA,NA,nucleotide sugar dehydrogenase,TIGR03026,470.5
SAUSA300_RS00895,9177.19755187232,4.590135847865495,0.11504845983910898,31.205422939917383,8.994307904151506e-214,2.631734492754731e-211,aldA,aldehyde dehydrogenase,Cellular processes,Cellular processes,Adaptations to atypical conditions,betaine-aldehyde dehydrogenase,TIGR01804,518.9
SAUSA300_RS00910,9635.844565550964,-4.346353874088593,0.1219610571964071,-27.437888380219576,9.691274365298612e-166,1.2889394905847155e-163,-,hypothetical protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS00915,7991.660112813804,-5.958212997123273,0.19568196532453655,-25.338119375999355,1.214944604457122e-141,1.3166399676450143e-139,ssuB,sulfonate ABC transporter ATP-binding protein,Metabolism,Transport and binding proteins,Anions; Other,"nitrate ABC transporter, ATP-binding proteins C and D",TIGR01184,210.1
SAUSA300_RS00920,8433.73892793631,-5.937714394724962,0.1752594774349655,-28.17373683290381,1.227089559128207e-174,1.795232025004567e-172,ssuA,hypothetical protein,Metabolism,Transport and binding proteins,Other,"ABC transporter, substrate-binding protein, aliphatic sulfonates family",TIGR01728,77.6
SAUSA300_RS00925,6345.895102890774,-6.243672644746729,0.19573786315458294,-26.78926069917074,4.310350664470326e-158,5.483515671408771e-156,ssuC,ABC transporter permease,Metabolism,Transport and binding proteins,Anions,"nitrate ABC transporter, permease protein",TIGR01183,140.3
SAUSA300_RS00930,10805.074133284948,-5.804802006706625,0.1491649851135562,-32.21132629114554,1.2250411328295613e-227,3.982744838510329e-225,-,acyl-CoA dehydrogenase,Metabolism,Central intermediary metabolism,Sulfur metabolism,"sulfur acquisition oxidoreductase, SfnB family",TIGR04022,21.7
SAUSA300_RS00940,25752.347002238435,7.750007117101146,0.21733863068414866,31.05755794933077,9.01977353820056e-212,2.399259761161349e-209,fdh,formate dehydrogenase,Metabolism,Amino acid biosynthesis,Serine family,phosphoglycerate dehydrogenase,TIGR01327,203.4
SAUSA300_RS01010,1088.9771074412267,5.525776759697859,0.15612742961945228,28.98771068433693,9.399974459222809e-185,1.5280180704269964e-182,mupG,hypothetical protein,NA,NA,NA,quinoprotein dehydrogenase-associated SoxYZ-like carrier,TIGR04557,12.1
SAUSA300_RS01015,422.29350970680207,6.1265109366837995,0.2902573627008023,17.661949688312347,8.234550396378701e-70,3.3935625999724053e-68,murQ,N-acetylmuramic acid 6-phosphate etherase,Cell structure,Cell envelope,Biosynthesis and degradation of murein sacculus and peptidoglycan,N-acetylmuramic acid 6-phosphate etherase,TIGR00274,352.6
SAUSA300_RS01020,869.332078225045,4.097840105874257,0.16843131347081733,18.39230510074359,1.5140378630131488e-75,7.031864741549958e-74,murP,permease,NA,NA,NA,"PTS system, sucrose-specific IIBC component",TIGR01996,294.4
SAUSA300_RS01025,911.0900266096577,3.737502158907939,0.11232542026532578,24.371172192738193,3.4582450023468166e-131,3.372941625622262e-129,murR,MurR/RpiR family transcriptional regulator,NA,NA,NA,6-phospho 3-hexuloisomerase,TIGR03127,41.6
SAUSA300_RS01055,2008.3372273259004,-2.858402117919505,0.16419794454909484,-11.318059571469526,1.0680993579110186e-29,2.097489074662846e-28,-,ABC transporter ATP-binding protein,Metabolism,Transport and binding proteins,Cations and iron carrying compounds,nickel import ATP-binding protein NikD,TIGR02770,447.4
SAUSA300_RS01060,1053.176951564819,-3.026895328675424,0.19920913104635135,-10.174710958423951,2.5716233200141766e-24,4.616300511878209e-23,-,ABC transporter permease,Metabolism,Transport and binding proteins,Cations and iron carrying compounds,"nickel ABC transporter, permease subunit NikB",TIGR02789,205.4
SAUSA300_RS01065,988.0794058230492,-3.958686959852434,0.22734637885234987,-13.014005214369188,1.018601397486281e-38,2.3467934559408334e-37,-,ABC transporter permease,Metabolism,Transport and binding proteins,Cations and iron carrying compounds,"nickel ABC transporter, permease subunit NikC",TIGR02790,222.4
SAUSA300_RS01070,1972.4677076737782,-4.517210298574961,0.19841468769504086,-17.726562178606645,2.615460486027865e-70,1.0932624831596474e-68,-,peptide ABC transporter substrate-binding protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS01075,2176.7673134506736,-3.0886909749534346,0.18571882060946854,-11.246522932350274,2.409026381112425e-29,4.699207460756637e-28,ggt,gamma-glutamyltransferase,Metabolism,"Biosynthesis of cofactors, prosthetic groups, and carriers",Glutathione and analogs,gamma-glutamyltransferase,TIGR00066,502.7
SAUSA300_RS01135,441.7927686923604,4.111853163401297,0.18714294796752348,16.628214940492033,4.353729676939994e-62,1.5348208475574003e-60,uhpT,hexose phosphate transporter,Metabolism,Transport and binding proteins,"Carbohydrates, organic alcohols, and acids",phosphoglycerate transporter family protein,TIGR00881,357.1
SAUSA300_RS01170,381.25957385940706,-2.432195416418463,0.12487804884322062,-11.468752352277114,1.893698300540617e-30,3.8213525706081694e-29,-,glycerophosphoryl diester phosphodiesterase,NA,NA,NA,TonB system transport protein ExbD,TIGR02804,12.5
SAUSA300_RS01180,255.06903432357254,1.4495160094050796,0.14781210179107995,3.0411313008757084,0.002356910261883303,0.016380806238172313,coa,coagulase,NA,NA,NA,two transmembrane protein,TIGR04527,16.9
SAUSA300_RS01185,199.87525529527574,3.9406154689978954,0.20853673372935433,14.101186953538463,3.734353610719176e-45,9.933380604513008e-44,NA,hypothetical protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS01195,8023.397146142812,4.988758757512414,0.16605772441531785,24.020314451234736,1.7059747567308951e-127,1.5599006681858124e-125,fadA,acetyl-CoA acetyltransferase,Metabolism,Fatty acid and phospholipid metabolism,Other,acetyl-CoA C-acyltransferase,TIGR01930,454.8
SAUSA300_RS01200,12608.795218463032,4.943882143139546,0.1625455612790327,24.263241100563235,4.793124049156344e-130,4.524090634784343e-128,fadB,3-hydroxyacyl-CoA dehydrogenase,NA,NA,NA,"fatty acid oxidation complex, alpha subunit, mitochondrial",TIGR02441,175
SAUSA300_RS01205,8281.625066270848,5.070656335432236,0.1480884149979983,27.488013397180726,2.4420178187485567e-166,3.4025448274563226e-164,fadD,glutaryl-CoA dehydrogenase,NA,NA,NA,cyclohexanecarboxyl-CoA dehydrogenase,TIGR03207,73
SAUSA300_RS01210,10074.991148138626,3.9501031023408535,0.13594449540696904,21.700791146484477,2.0166325826467242e-104,1.2827536819183293e-102,fadE,long-chain-fatty-acid--CoA ligase,Metabolism,"Biosynthesis of cofactors, prosthetic groups, and carriers",Menaquinone and ubiquinone,O-succinylbenzoate-CoA ligase,TIGR01923,271.9
SAUSA300_RS01215,16720.977101015098,3.282693863145008,0.10470361908861975,21.801480054027227,2.2463491928741495e-105,1.4938222132613094e-103,fadX,acyl CoA:acetate/3-ketoacid CoA transferase,NA,NA,NA,"3-oxoacid CoA-transferase, A subunit",TIGR02429,39.3
SAUSA300_RS01240,1381.1914509035312,1.7547345522007047,0.13699050799603113,5.509393046579335,3.600730940570322e-8,3.7493732142735805e-7,hmp,nitric oxide dioxygenase,Metabolism,Energy metabolism,Other,"phenylacetate-CoA oxygenase/reductase, PaaK subunit",TIGR02160,56.5
SAUSA300_RS01260,2542.151921053898,2.5645699313915618,0.13762817321260076,11.368093427896456,6.0290115580660814e-30,1.191951879655497e-28,glcC,PTS glucose transporter subunit IIB,Metabolism,Transport and binding proteins,"Carbohydrates, organic alcohols, and acids","PTS system, glucose-specific IIBC component",TIGR02002,591.6
SAUSA300_RS01350,189.60218755488182,1.5526815399745202,0.1541834292430397,3.584571589099416,3.3763194905235756e-4,0.00253310534083897,scdA,iron-sulfur cluster repair protein ScdA,Metabolism,"Biosynthesis of cofactors, prosthetic groups, and carriers",Other,iron-sulfur cluster repair di-iron protein,TIGR03652,256
SAUSA300_RS01365,1755.1933137897777,1.6024328988750138,0.08468030960431593,7.114202837589879,1.1256150845453371e-12,1.4015105265445346e-11,lrgA,antiholin-like protein LrgA,NA,NA,NA,NA,NA,NA
SAUSA300_RS01370,7396.989148128845,1.5506500746237206,0.06933472731211714,7.941908708242478,1.9909345654800417e-15,2.7095230412067918e-14,lrgB,antiholin-like protein LrgB,NA,Hypothetical proteins,Conserved,TIGR00659 family protein,TIGR00659,165.7
SAUSA300_RS01430,1186.7345921968977,1.7554926476052262,0.16779332165137578,4.502519171620628,6.71526950387798e-6,6.178892631555651e-5,-,hypothetical protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS01450,2516.886130173147,-1.8476356629334352,0.10476865389859898,-8.09054646968954,5.939763296918672e-16,8.276070193706683e-15,lytM,glycyl-glycine endopeptidase LytM,Genetic information processing,Transcription,DNA-dependent RNA polymerase,"DNA-directed RNA polymerase, beta' subunit",TIGR02386,11.2
SAUSA300_RS01470,13029.651412544088,1.7833184803000943,0.12932843015270787,6.056815808984698,1.3884241282906838e-9,1.527266541119752e-8,-,hypothetical protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS01485,1923.8931568423877,1.747103448532337,0.12240797698145454,6.1033885777356405,1.0384296791897565e-9,1.1597119241638273e-8,-,CHAP domain-containing protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS01490,44290.44220703081,2.2598850965751187,0.14016178688242242,8.9887916285770455,2.499634332670728e-19,3.869804263171719e-18,esxA,virulence factor EsxA,NA,NA,NA,WXG100 family type VII secretion target,TIGR03930,80.2
SAUSA300_RS01495,7006.2848901069165,1.5310588127413904,0.1389362375898229,3.8223203820245852,1.322017707287078e-4,0.0010511477748701061,esaA,type VII secretion protein EsaA,NA,NA,NA,type VII secretion protein EsaA,TIGR03929,239.7
SAUSA300_RS01510,1310.9640002224464,1.5531215673863517,0.14897317687447018,3.7128936832194332,2.0490297768937607e-4,0.0015861008272992443,essB,protein EssB,Genetic information processing,Protein fate,Protein and peptide secretion and trafficking,type VII secretion protein EssB,TIGR03926,452.3
SAUSA300_RS01545,1921.781379098216,1.648120577725117,0.1535954216862536,4.219660785521462,2.4467017666004494e-5,2.1243469937901825e-4,esaG,TIGR01741 family protein,NA,NA,NA,conserved hypothetical protein,TIGR01741,257.5
SAUSA300_RS01560,252.38245641113016,2.2296696482668845,0.1894269175872696,6.4915254068914034,8.497157725371681e-11,9.905451595393442e-10,-,hypothetical protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS01590,551.9372885558904,2.6772113597750065,0.3531422728528181,4.749392776531263,2.0402833717478777e-6,1.9319964872926503e-5,-,TIGR01741 family protein,NA,NA,NA,conserved hypothetical protein,TIGR01741,234.4
SAUSA300_RS01595,343.80883691791973,2.7766781358764008,0.3694647376935859,4.808789458413435,1.5184703203835406e-6,1.4615276833691578e-5,NA,TIGR01741 family protein,NA,NA,NA,conserved hypothetical protein,TIGR01741,255.1
SAUSA300_RS01600,317.28279825495133,2.7273675353629643,0.4248623014983877,4.065711477038448,4.788614889817221e-5,4.037892555505818e-4,-,TIGR01741 family protein,NA,NA,NA,conserved hypothetical protein,TIGR01741,270.7
SAUSA300_RS01605,470.1343577964907,2.3876530203218573,0.3993585430208689,3.4747047348110547,5.114159338873533e-4,0.0037692771348977225,-,TIGR01741 family protein,NA,NA,NA,conserved hypothetical protein,TIGR01741,260.4
SAUSA300_RS01610,599.0945369941277,1.9644418578823497,0.25115813386788455,3.8399785944805203,1.2304503833097458e-4,9.836879293891574e-4,-,TIGR01741 family protein,NA,NA,NA,conserved hypothetical protein,TIGR01741,285
SAUSA300_RS01615,3363.564685474856,2.1951798923233516,0.1706655389157274,7.003053457168745,2.5044321724284115e-12,3.0919698466352456e-11,-,cystatin-like fold lipoprotein,Cell structure,Cell envelope,Surface structures,pilus (Caulobacter type) biogenesis lipoprotein CpaD,TIGR02522,13.3
SAUSA300_RS01620,6816.41276552223,2.843562765740807,0.17706187786017577,10.411968900480389,2.1865196764852784e-25,4.023746272576053e-24,-,membrane protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS01635,275.9905600932638,1.588776367879696,0.13384572612783918,4.398917955119029,1.087919424971411e-5,9.764577415540946e-5,-,"5'-nucleotidase, lipoprotein e(P4) family",Metabolism,"Biosynthesis of cofactors, prosthetic groups, and carriers; Transport and binding proteins",Pyridine nucleotides; Other,"5'-nucleotidase, lipoprotein e(P4) family",TIGR01533,399.1
SAUSA300_RS01660,64.21405536659914,3.495790302051705,0.2566974810562696,9.722691051668766,2.4131796017011294e-22,4.153507949751473e-21,-,carbohydrate kinase,Metabolism,Energy metabolism,Sugars,ribokinase,TIGR02152,99.2
SAUSA300_RS01665,66.97872396869789,3.6124057075869302,0.2697719836365227,9.683754674491162,3.534900865377219e-22,6.013441820984735e-21,psuG,pseudouridine-5'-phosphate glycosidase,NA,NA,NA,"CRISPR-associated endonuclease Cas1, subtype MYXAN",TIGR03983,10.8
SAUSA300_RS01670,122.81003729824289,3.2855949947825644,0.19729269629043786,11.584792735651511,4.921555791385634e-31,1.0000327948329418e-29,-,pyrimidine nucleoside transporter NupC,Metabolism,Transport and binding proteins,"Nucleosides, purines and pyrimidines","nucleoside transporter, NupC family",TIGR00804,353.6
SAUSA300_RS01675,3273.1536768302303,5.8770068742216,0.16446324059226367,29.654084746588737,3.0042461318917365e-193,5.860282787943481e-191,nanT,hypothetical protein,Metabolism,Transport and binding proteins,Cations and iron carrying compounds,"transporter, solute:sodium symporter (SSS) family",TIGR00813,220.4
SAUSA300_RS01680,2730.4818116953934,6.787165070952978,0.19268859366864738,30.033770867126396,3.5570544782834754e-198,7.434243859612463e-196,nanA,N-acetylneuraminate lyase,Cell structure; Metabolism,Cell envelope; Central intermediary metabolism,Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides; Amino sugars,N-acetylneuraminate lyase,TIGR00683,367.8
SAUSA300_RS01685,593.7574223754178,4.17713337396153,0.19761008719098652,16.077789444477542,3.651787324160273e-58,1.200576371965501e-56,nanK,ROK family protein,NA,Unknown function,General,ROK family protein (putative glucokinase),TIGR00744,112.5
SAUSA300_RS01695,1642.8807204289808,3.758343034443489,0.11930217656841247,23.120643007395163,2.870812853305276e-118,2.2702698402084426e-116,nanE,N-acetylmannosamine-6-phosphate 2-epimerase,NA,NA,NA,3-hexulose-6-phosphate synthase,TIGR03128,28.3
SAUSA300_RS01700,399.11361214043154,1.4403025369208333,0.1459238859705381,3.0173438295751662,0.0025500039683261284,0.017639034542132982,-,histidine transporter,Cellular processes,Cellular processes,Sporulation and germination,sporulation integral membrane protein YlbJ,TIGR02871,28.4
SAUSA300_RS01705,5697.221644516333,1.7663588935284404,0.1547008227898929,4.953812654049498,7.277327615214431e-7,7.169515354248291e-6,gehB,lipase,NA,NA,NA,"gram-positive signal peptide, YSIRK family",TIGR01168,48.5
SAUSA300_RS01715,272.3108014052833,-1.5957179092475338,0.17565482045955064,-3.391412246410364,6.953342608260613e-4,0.005061064793972774,-,NADH-dependent flavin oxidoreductase,NA,NA,NA,mycofactocin system FadH/OYE family oxidoreductase 2,TIGR03997,143.3
SAUSA300_RS01790,1384.037181107507,3.5049376621772996,0.12020323897061819,20.839186062112624,1.9105954577742926e-96,1.1180804618895162e-94,glpT,glycerol-3-phosphate transporter,Metabolism,Transport and binding proteins,Other,glycerol-3-phosphate transporter,TIGR00712,666.5
SAUSA300_RS01885,3162.02037138176,2.326905485720457,0.09508267716122361,13.955281081016855,2.921476729449975e-44,7.564814964929759e-43,-,acetyl-CoA acyltransferase,Metabolism,Fatty acid and phospholipid metabolism,Other,acetyl-CoA C-acyltransferase,TIGR01930,501.1
SAUSA300_RS01890,25474.984735539732,-7.530414246707443,0.5738414737657208,-11.380171258540962,5.249654050424294e-30,1.0449311395606452e-28,mdh,metal-dependent hydrolase,Metabolism,Energy metabolism,Amino acids and amines,arylformamidase,TIGR03035,23.7
SAUSA300_RS01895,87383.71310307931,-9.68529768646597,0.46953517475740686,-18.49765076908961,2.1567198033729786e-76,1.0345183843720221e-74,metE,5-methyltetrahydropteroyltriglutamate-- homocysteine methyltransferase,Metabolism,Amino acid biosynthesis,Aspartate family,5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase,TIGR01371,1093.7
SAUSA300_RS01900,46982.82858972095,-10.022170821728713,0.4996554323504672,-18.05678521153434,6.97692972663254e-73,3.046939758227882e-71,metF,bifunctional homocysteine S-methyltransferase/methylenetetrahydrofolate reductase,Metabolism,Amino acid biosynthesis,Aspartate family,methionine synthase,TIGR02082,154.8
SAUSA300_RS01905,20857.622935512278,-10.518131677193153,0.6182544041170637,-15.395170036493486,1.76360307766116e-53,5.375315213788077e-52,metC,cystathionine beta-lyase,NA,NA,NA,cystathionine beta-lyase,TIGR01329,356
SAUSA300_RS01910,16776.401900644883,-9.777437780116971,0.5877492625799764,-14.933983484024541,1.98071505592924e-50,5.68193358200878e-49,metI,cystathionine gamma-synthase,Metabolism,Amino acid biosynthesis,Aspartate family,O-succinylhomoserine (thiol)-lyase,TIGR02080,312.8
SAUSA300_RS01935,1354.674830699995,1.410247814252326,0.10767994274587049,3.8098814300127306,1.390334543016276e-4,0.0011024712392589764,-,hypothetical protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS02025,11675.101955526685,1.6335455471269096,0.14829069659308422,4.272321606697854,1.9344830079604475e-5,1.7049088196663463e-4,ahpC,alkyl hydroperoxide reductase subunit C,Cellular processes,Cellular processes,Detoxification; Adaptations to atypical conditions,peroxiredoxin,TIGR03137,321.6
SAUSA300_RS02035,6649.868423775807,-1.839051180944735,0.21214110477003395,-3.955156082807651,7.648470142108264e-5,6.286354953878871e-4,tcyP,L-cystine transporter,NA,NA,NA,NA,NA,NA
SAUSA300_RS02055,5778.023845950656,2.955921093401939,0.10180458634394782,19.212504697910564,2.908872358197896e-82,1.4674759517391454e-80,-,hypothetical protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS02060,244.93922448707116,-1.6956595330735755,0.12784547828977014,-5.4414089757388036,5.286080111089583e-8,5.427042247385305e-7,xpt,xanthine phosphoribosyltransferase,Metabolism,"Purines, pyrimidines, nucleosides, and nucleotides",Salvage of nucleosides and nucleotides,xanthine phosphoribosyltransferase,TIGR01744,331
SAUSA300_RS02065,539.9891662149324,-2.100334190660784,0.11555413221177957,-9.52224009301691,1.694855295496294e-21,2.801777737074665e-20,pbuX,xanthine permease,NA,NA,NA,xanthine permease,TIGR03173,508.8
SAUSA300_RS02195,9738.344045495336,-1.8442992898022734,0.11366758921750264,-7.427792703395062,1.1042483187758532e-13,1.4233614893119587e-12,-,hypothetical protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS02200,109.31847213843572,2.6318757930167616,0.2970485710028226,5.493632867876194,3.9374861458555254e-8,4.0854909442458393e-7,lpl1,tandem-type lipoprotein,NA,NA,NA,Staphylococcus tandem lipoproteins,TIGR01742,376.9
SAUSA300_RS02205,116.89346130211403,2.223007923613966,0.30065992705494293,4.0677450287230075,4.747028152129261e-5,4.0143943274942827e-4,NA,tandem-type lipoprotein,NA,NA,NA,Staphylococcus tandem lipoproteins,TIGR01742,386.8
SAUSA300_RS02210,173.49047394902192,1.9950310811890946,0.24817526112404223,4.0093886742875675,6.087614460839248e-5,5.031740088253006e-4,NA,tandem-type lipoprotein,NA,NA,NA,NA,NA,NA
SAUSA300_RS02215,158.13188559693066,1.9534524261631052,0.2136531250670675,4.462618676248281,8.096406033485497e-6,7.357168960862908e-5,lpl3,tandem-type lipoprotein,NA,NA,NA,Staphylococcus tandem lipoproteins,TIGR01742,387.1
SAUSA300_RS02220,150.84142600246574,1.883603392135175,0.18464116412986709,4.78551679577634,1.7054792265704316e-6,1.630794842138916e-5,lpl4,tandem-type lipoprotein,NA,NA,NA,Staphylococcus tandem lipoproteins,TIGR01742,372.2
SAUSA300_RS02225,144.03307466788823,2.0177590377388186,0.19916606198047193,5.110102733459724,3.219836794351204e-7,3.2154411127206906e-6,lpl5,tandem-type lipoprotein,NA,NA,NA,Staphylococcus tandem lipoproteins,TIGR01742,340.6
SAUSA300_RS02230,81.63153466076145,2.15140324448686,0.22591981594657937,5.096512847545515,3.459670942946474e-7,3.4315244674784347e-6,lpl6,tandem-type lipoprotein,NA,NA,NA,Staphylococcus tandem lipoproteins,TIGR01742,349
SAUSA300_RS02245,1137.924979024255,1.865123407610941,0.15461328796928706,5.595401397729749,2.2011191689906753e-8,2.3250811149699334e-7,lpl9,tandem-type lipoprotein,NA,NA,NA,Staphylococcus tandem lipoproteins,TIGR01742,352.7
SAUSA300_RS02250,3754.162977688219,1.4290141423257108,0.10141008376126724,4.230487998961394,2.33184884828304e-5,2.030651705379814e-4,-,hypothetical protein,Metabolism,Fatty acid and phospholipid metabolism,Degradation,"esterase, PHB depolymerase family",TIGR01840,11.3
SAUSA300_RS02265,156.93604806508344,1.7470367267167601,0.18140429856757753,4.118076212171294,3.820483594650643e-5,3.2591064133958544e-4,NA,hypothetical protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS15090,148.62921536879645,1.8504475511032292,0.16555826693816564,5.136847388121446,2.7938565516892026e-7,2.818904920773313e-6,NA,hypothetical protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS15735,177.50360898874658,1.8590614334849909,0.16743464346133505,5.130726925598108,2.886253713101516e-7,2.892184371416108e-6,NA,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS02315,341.1034060643604,-2.801592617500459,0.17049419455956938,-10.566885413045524,4.243543516019709e-26,7.858612865742828e-25,-,sodium-dependent transporter,NA,NA,NA,NA,NA,NA
SAUSA300_RS02320,2023.3689890419153,-1.9281642171083113,0.1551029840856853,-5.984180269514061,2.174823423868817e-9,2.3744527381493128e-8,mccA,cysteine synthase,Metabolism,Amino acid biosynthesis,Serine family,cysteine synthase,TIGR01136,271.8
SAUSA300_RS02325,5361.494547959796,-2.3322177254762724,0.12501752096905386,-10.656248141458844,1.6304272973262638e-26,3.0386180076284384e-25,mccB,cystathionine gamma-synthase,NA,NA,NA,cystathionine beta-lyase,TIGR01329,398.3
SAUSA300_RS02330,2029.207122338928,-4.047990368468634,0.151071274420882,-20.175843357069887,1.5961775063973056e-90,8.812104497582106e-89,metN2,methionine import ATP-binding protein MetN 1,NA,NA,NA,"D-methionine ABC transporter, ATP-binding protein",TIGR02314,375.9
SAUSA300_RS02335,1295.4935483602276,-4.792330881050481,0.18123514267712063,-20.924920106729555,3.175960649478954e-97,1.896502216403147e-95,metP2,ABC transporter permease,Metabolism,Transport and binding proteins,Anions,"phosphonate ABC transporter, permease protein PhnE",TIGR01097,73.4
SAUSA300_RS02340,3902.6602720375727,-4.25294679104747,0.12955433511690465,-25.108745208040634,3.9916212732775626e-139,4.171244230575053e-137,metQ2,ABC transporter substrate-binding protein,Cell structure,Cell envelope,Other,"lipoprotein, YaeC family",TIGR00363,196.6
SAUSA300_RS02380,4451.155348871498,-4.661937374221011,0.1829046086372179,-20.021022988459954,3.612279160360126e-89,1.9573201524469866e-87,gltB,glutamate synthase large subunit,NA,NA,NA,formylmethanofuran dehydrogenase subunit C,TIGR03122,25.9
SAUSA300_RS02385,2412.212928013078,-3.3896829408203755,0.1883143029443807,-12.68986425065215,6.7302333198697055e-37,1.4918683859044515e-35,gltD,glutamate synthase subunit beta,NA,NA,NA,"glutamate synthase, NADH/NADPH, small subunit",TIGR01317,607.8
SAUSA300_RS02390,125.67777247829622,-2.30226692829765,0.2801871341680792,-4.647846990420493,3.3541756196660374e-6,3.125578937306633e-5,-,tRNA-Ser,NA,NA,NA,NA,NA,NA
SAUSA300_RS02395,1461.657688637396,1.544772691872415,0.12351125376835262,4.410712993766099,1.0303080464718438e-5,9.275942596851123e-5,treP,PTS ascorbate transporter subunit IIA,NA,NA,NA,"PTS system, trehalose-specific IIBC component",TIGR01992,702.4
