GeneID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,pan_gene_symbol,product,TIGRFAM Meta Role,TIGRFAM Main Role,TIGRFAM Sub Role,TIGRFAM function,TIGRFAM,TIGRFAM HMM score
SAUSA300_RS00245,3658.698020766202,0.8178337711078143,0.13407377308517235,70.41185499121653,5.131684625417754e-16,2.7359688138776178e-15,-,hypothetical protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS00275,1466.94922010928,0.8794707849402323,0.11745550174647115,78.40666263997242,9.423441427777592e-18,5.557753130651193e-17,speG,spermidine N1-acetyltransferase,NA,NA,NA,"UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine N-acetyltransferase",TIGR03585,72.5
SAUSA300_RS00280,1315.2365956958524,-2.6416608064080975,0.22685266670480644,394.9418621858342,1.7356585421309685e-86,5.739374257855551e-85,adhC,alcohol dehydrogenase,NA,Unknown function,Enzymes of unknown specificity,"NDMA-dependent alcohol dehydrogenase, Rxyl_3153 family",TIGR03989,332.2
SAUSA300_RS00360,647.9223375968336,0.5710125755700683,0.10423523984655868,49.79758208772623,1.5367118618211553e-11,6.144759523559321e-11,-,IS110 family transposase,NA,NA,NA,NA,NA,NA
SAUSA300_RS00395,2855.815761417828,0.7931296866033396,0.10003715175744368,62.42680508509069,2.7809393306980143e-14,1.3286208523123792e-13,copA,copper-translocating P-type ATPase,Metabolism; Cellular processes,Transport and binding proteins; Cellular processes,Cations and iron carrying compounds; Detoxification,copper-translocating P-type ATPase,TIGR01511,609.4
SAUSA300_RS00475,400.123697634545,-0.8590099824643882,0.13049587952975772,81.51360211537725,1.993178530918093e-18,1.2195269057155818e-17,-,MFS transporter,Metabolism,Transport and binding proteins,Cations and iron carrying compounds,H+ Antiporter protein,TIGR00900,165.1
SAUSA300_RS00480,99.24944063407082,-1.383172277440788,0.18482693776941417,112.56880232472344,3.5974532425532243e-25,2.9491099980039384e-24,-,flavodoxin family protein,Metabolism,Central intermediary metabolism,Sulfur metabolism,FMN reductase,TIGR03567,18.5
SAUSA300_RS00550,349.99374704790534,-0.6275589414270277,0.1397036490964719,78.38881973782033,9.507888333804367e-18,5.59634307327725e-17,norC,MFS transporter,Cellular processes; Metabolism,Cellular processes; Transport and binding proteins,Toxin production and resistance; Other,"drug resistance MFS transporter, drug:H+ antiporter-2 (14 Spanner) (DHA2) family",TIGR00711,133.7
SAUSA300_RS00555,4218.589084157067,-1.0275945131746904,0.10328070247429387,108.45065898638106,2.819931908302742e-24,2.2249489560683566e-23,nptA,Na/Pi cotransporter,Metabolism,Transport and binding proteins,Cations and iron carrying compounds,Na/Pi-cotransporter II-related protein,TIGR00704,250.1
SAUSA300_RS00585,38068.91477023923,4.905236265715102,0.34763527937602895,153.361876809121,4.987599626412646e-34,5.80178090930135e-33,spa,peptidoglycan-binding protein LysM,NA,NA,NA,"gram-positive signal peptide, YSIRK family",TIGR01168,34.6
SAUSA300_RS00590,2363.0183564784606,0.6886478324983298,0.0964707381360837,50.65784711530327,9.995125841086066e-12,4.079841241375353e-11,sarS,transcriptional regulator,Signal transduction,Regulatory functions,DNA interactions,staphylococcal accessory regulator family,TIGR01889,214.6
SAUSA300_RS00595,963.8637268673059,-1.4894057646679157,0.19458946915731745,60.69736145883586,6.60291073653665e-14,3.0698840912523475e-13,sirC,iron ABC transporter permease,NA,NA,NA,"proposed F420-0 ABC transporter, permease protein",TIGR03869,149.6
SAUSA300_RS00605,523.2836029848354,1.880799142334479,0.141894649667804,214.87626100237384,2.1888337539357797e-47,3.63939985188305e-46,sirA,iron ABC transporter substrate-binding protein,NA,NA,NA,"heme ABC transporter, heme-binding protein isdE",TIGR03659,61.7
SAUSA300_RS00610,30.629654532817142,2.2271418374288245,0.3425382399512269,87.86275389633528,8.33384481163916e-20,5.402313938470054e-19,sbnA,siderophore biosynthesis protein SbnA,Cellular processes,Cellular processes,Biosynthesis of natural products,"2,3-diaminopropionate biosynthesis protein SbnA",TIGR03945,447.8
SAUSA300_RS00705,1040.6492602077108,2.0261858709614575,0.14864087172231474,227.33620877367247,4.310915363403473e-50,7.551799949105011e-49,sodM,Superoxide dismutase [Mn/Fe] 2,NA,NA,NA,NA,NA,NA
SAUSA300_RS00710,370.0595512483209,1.8365031917893964,0.1610567635844535,179.7368821254679,9.346132833302122e-40,1.2502576785640067e-38,sasD,hypothetical protein,Cell structure,Cell envelope,Other,LPXTG cell wall anchor domain,TIGR01167,20.7
SAUSA300_RS00760,209.8602067710823,1.4504602088236027,0.18659165165094965,67.77501527678926,1.917972726339037e-15,9.972780448084427e-15,phnD,phosphonate ABC transporter substrate-binding protein,Metabolism,Transport and binding proteins,Anions,"phosphate/phosphite/phosphonate ABC transporter, periplasmic binding protein",TIGR01098,257.2
SAUSA300_RS15715,633.4869119715364,0.7761393186813834,0.19443297933991424,82.87108908696962,1.0110477105894764e-18,6.251078597195019e-18,NA,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS15720,435.32670110947424,0.8568067105415469,0.1564637039821302,49.183082575967816,2.089437173952059e-11,8.25397799052471e-11,NA,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS00885,345.39265222211355,1.1243814509433758,0.1559716657253869,88.25940840261981,6.834598034500708e-20,4.469827114563463e-19,isdI,monooxygenase IsdI,NA,NA,NA,NA,NA,NA
SAUSA300_RS00890,317.95654131602026,0.3115185898764261,0.11324621545646006,56.52557569596611,5.316516847114229e-13,2.3670966839723412e-12,-,DUF454 domain-containing protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS00895,11595.943217124759,1.1586300415785056,0.12368332579922009,105.24688427771403,1.3993600150621744e-23,1.0837675064020998e-22,aldA,aldehyde dehydrogenase,Cellular processes,Cellular processes,Adaptations to atypical conditions,betaine-aldehyde dehydrogenase,TIGR01804,518.9
SAUSA300_RS00910,10699.019656365332,-6.398429080092878,0.1321344659978179,1657.117432381936,0,0,-,hypothetical protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS00915,9276.290375725723,-8.646842515266277,0.20674080964045893,1248.884642893499,6.429031132324021e-272,1.1825399139018497e-269,ssuB,sulfonate ABC transporter ATP-binding protein,Metabolism,Transport and binding proteins,Anions; Other,"nitrate ABC transporter, ATP-binding proteins C and D",TIGR01184,210.1
SAUSA300_RS00920,9748.417859303154,-8.56919958072087,0.18211489922108792,1699.4224476162453,0,0,ssuA,hypothetical protein,Metabolism,Transport and binding proteins,Other,"ABC transporter, substrate-binding protein, aliphatic sulfonates family",TIGR01728,77.6
SAUSA300_RS00925,7359.693865067299,-8.947708206711665,0.20208900171006342,1830.5574945864378,0,0,ssuC,ABC transporter permease,Metabolism,Transport and binding proteins,Anions,"nitrate ABC transporter, permease protein",TIGR01183,140.3
SAUSA300_RS00930,12438.75567988518,-8.385213196148147,0.15865395789223835,2075.090525498532,0,0,-,acyl-CoA dehydrogenase,Metabolism,Central intermediary metabolism,Sulfur metabolism,"sulfur acquisition oxidoreductase, SfnB family",TIGR04022,21.7
SAUSA300_RS00935,12242.699143036816,-1.038190980680733,0.09282951859148639,166.76528558012032,6.128840931321695e-37,7.64287239867786e-36,-,hypothetical protein,NA,NA,NA,conserved hypothetical protein,TIGR01741,15.5
SAUSA300_RS00940,33119.53804527748,0.16114091954636617,0.22997870329700024,75.57313772955925,3.885989761040418e-17,2.1950993986069003e-16,fdh,formate dehydrogenase,Metabolism,Amino acid biosynthesis,Serine family,phosphoglycerate dehydrogenase,TIGR01327,203.4
SAUSA300_RS00985,2392.979089451429,-0.45987492115930523,0.1275922970624145,120.42745658620683,7.071475930475175e-27,6.364328337427657e-26,brnQ1,branched-chain amino acid transporter II carrier protein,Metabolism,Transport and binding proteins,"Amino acids, peptides and amines",branched-chain amino acid transport system II carrier protein,TIGR00796,412.2
SAUSA300_RS01005,4102.733481650849,1.2816358906236633,0.15969859808793144,62.546764023875625,2.619043801709347e-14,1.2536263707461292e-13,glcA,PTS glucose EIICBA component,Metabolism,Transport and binding proteins,"Carbohydrates, organic alcohols, and acids","PTS system, glucose-specific IIBC component",TIGR02002,800.6
SAUSA300_RS01010,1382.4057771544983,3.0316905511013617,0.13992604407644368,572.7337122421883,4.289973274334084e-125,2.3380354345120758e-123,mupG,hypothetical protein,NA,NA,NA,quinoprotein dehydrogenase-associated SoxYZ-like carrier,TIGR04557,12.1
SAUSA300_RS01015,538.9004601322212,3.2718276164594706,0.23947636983120882,215.1581495163934,1.9010846895680222e-47,3.1789160462492556e-46,murQ,N-acetylmuramic acid 6-phosphate etherase,Cell structure,Cell envelope,Biosynthesis and degradation of murein sacculus and peptidoglycan,N-acetylmuramic acid 6-phosphate etherase,TIGR00274,352.6
SAUSA300_RS01020,1076.1816768268425,2.890077733938376,0.17006227763000034,324.08293715933803,4.229454491443593e-71,1.1113646935998656e-69,murP,permease,NA,NA,NA,"PTS system, sucrose-specific IIBC component",TIGR01996,294.4
SAUSA300_RS01025,1115.1602057782106,2.7829140643232124,0.11974099480677186,656.5709886344481,2.6756008740179728e-143,1.6753815685606158e-141,murR,MurR/RpiR family transcriptional regulator,NA,NA,NA,6-phospho 3-hexuloisomerase,TIGR03127,41.6
SAUSA300_RS01035,2746.012904471765,0.6190461468641499,0.06517863660615131,91.03408523947081,1.70686651156049e-20,1.152134895303331e-19,hsdR,type-1 restriction enzyme R protein,Genetic information processing,DNA metabolism,Restriction/modification,"type I site-specific deoxyribonuclease, HsdR family",TIGR00348,458.5
SAUSA300_RS01055,2157.9280971915546,-4.513569370900464,0.17971029591685872,508.10041499844067,4.649398345292382e-111,2.206964408096045e-109,-,ABC transporter ATP-binding protein,Metabolism,Transport and binding proteins,Cations and iron carrying compounds,nickel import ATP-binding protein NikD,TIGR02770,447.4
SAUSA300_RS01060,1175.4196307146829,-4.641576157117274,0.21424629087495053,444.13695722872563,3.6048328592130836e-97,1.3777952083979357e-95,-,ABC transporter permease,Metabolism,Transport and binding proteins,Cations and iron carrying compounds,"nickel ABC transporter, permease subunit NikB",TIGR02789,205.4
SAUSA300_RS01065,1094.1658153656322,-5.494597612555892,0.2430988616948601,496.0682893345832,1.906073517426121e-108,8.764959940289178e-107,-,ABC transporter permease,Metabolism,Transport and binding proteins,Cations and iron carrying compounds,"nickel ABC transporter, permease subunit NikC",TIGR02790,222.4
SAUSA300_RS01070,2131.658892642459,-5.871094234836304,0.21348779269315274,664.0385585706047,6.3952734803707824e-145,4.182508856162492e-143,-,peptide ABC transporter substrate-binding protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS01075,2281.1663860736826,-4.250292337805899,0.20013487135638938,386.424860144285,1.2271786318439794e-84,3.883426573674013e-83,ggt,gamma-glutamyltransferase,Metabolism,"Biosynthesis of cofactors, prosthetic groups, and carriers",Glutathione and analogs,gamma-glutamyltransferase,TIGR00066,502.7
SAUSA300_RS01085,861.9677081401767,1.1507819803024693,0.13458542611419955,100.88222915099618,1.240801411399291e-22,9.291802935745836e-22,azoR,FMN-dependent NADH-azoreductase,NA,NA,NA,"LLM-partnered FMN reductase, CE1759 family",TIGR04037,15.3
SAUSA300_RS01135,555.9543380088093,2.2406309076259774,0.16786046176415426,196.1499727319487,2.5502021556908518e-43,3.9501289179990404e-42,uhpT,hexose phosphate transporter,Metabolism,Transport and binding proteins,"Carbohydrates, organic alcohols, and acids",phosphoglycerate transporter family protein,TIGR00881,357.1
SAUSA300_RS01155,290.9850078977539,0.9179751302584964,0.1430857100778914,66.00969733721736,4.6363514259414e-15,2.3444643035301613e-14,pflB,formate acetyltransferase,Metabolism,Energy metabolism,Fermentation,formate acetyltransferase,TIGR01255,1268.1
SAUSA300_RS01170,286.5365298971096,-1.9282864711438794,0.14632283383839245,177.83128542717174,2.4234106638719505e-39,3.198250037567332e-38,-,glycerophosphoryl diester phosphodiesterase,NA,NA,NA,TonB system transport protein ExbD,TIGR02804,12.5
SAUSA300_RS01185,249.16977862915016,1.801678016363658,0.17285842982240737,110.34930909195589,1.0913196869482855e-24,8.775283712264492e-24,NA,hypothetical protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS01195,10179.427852518736,1.9893330559324354,0.17742705460772212,118.21483757464051,2.1378349910853505e-26,1.8837270595102357e-25,fadA,acetyl-CoA acetyltransferase,Metabolism,Fatty acid and phospholipid metabolism,Other,acetyl-CoA C-acyltransferase,TIGR01930,454.8
SAUSA300_RS01200,15985.41272910649,2.137254850672466,0.16709241936465277,151.76396366719325,1.108853096994632e-33,1.255136409405847e-32,fadB,3-hydroxyacyl-CoA dehydrogenase,NA,NA,NA,"fatty acid oxidation complex, alpha subunit, mitochondrial",TIGR02441,175
SAUSA300_RS01205,10506.545328889742,2.0924531929138195,0.1567736818750709,172.15096013805555,4.1485275528676534e-38,5.3784654573081515e-37,fadD,glutaryl-CoA dehydrogenase,NA,NA,NA,cyclohexanecarboxyl-CoA dehydrogenase,TIGR03207,73
SAUSA300_RS01210,12583.2054625358,1.5133498651463506,0.15010557627451485,99.63694175220101,2.3126664582700884e-22,1.71873166330527e-21,fadE,long-chain-fatty-acid--CoA ligase,Metabolism,"Biosynthesis of cofactors, prosthetic groups, and carriers",Menaquinone and ubiquinone,O-succinylbenzoate-CoA ligase,TIGR01923,271.9
SAUSA300_RS01235,126.40348063738497,1.5496038654808444,0.2342873767174276,55.01521907877542,1.1313499622419188e-12,4.947344634291184e-12,-,hypothetical protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS01240,1518.4142206507568,1.6250141680244252,0.15525760193069116,138.3758694303138,8.954920588718118e-31,9.21480115125784e-30,hmp,nitric oxide dioxygenase,Metabolism,Energy metabolism,Other,"phenylacetate-CoA oxygenase/reductase, PaaK subunit",TIGR02160,56.5
SAUSA300_RS01260,3182.9206381042122,-1.015148066535831,0.14426841295925383,83.27158789133873,8.275694301247997e-19,5.138263360458408e-18,glcC,PTS glucose transporter subunit IIB,Metabolism,Transport and binding proteins,"Carbohydrates, organic alcohols, and acids","PTS system, glucose-specific IIBC component",TIGR02002,591.6
SAUSA300_RS01320,1773.526231413822,0.8418903981164401,0.11304625186325999,67.48460556208478,2.2177066333201607e-15,1.1490687714544424e-14,tarL',tagB protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS01365,1970.538493504195,0.7669781281165973,0.09275788271773426,87.6963371801309,9.056957707736721e-20,5.858159677773444e-19,lrgA,antiholin-like protein LrgA,NA,NA,NA,NA,NA,NA
SAUSA300_RS01370,8265.297614060735,0.7974478841486528,0.07874605847660551,122.58325277839117,2.406494493651828e-27,2.2132229046304156e-26,lrgB,antiholin-like protein LrgB,NA,Hypothetical proteins,Conserved,TIGR00659 family protein,TIGR00659,165.7
SAUSA300_RS01375,1212.0850418085279,-0.566287393271398,0.08243507832352912,58.924947009746774,1.6018075399174206e-13,7.230244769903326e-13,bglR,GntR family transcriptional regulator,Signal transduction,Regulatory functions,DNA interactions,trehalose operon repressor,TIGR02404,112.2
SAUSA300_RS01430,1273.091641077487,2.0954148449609225,0.189908894834271,183.99702685363357,1.1105887642495434e-40,1.5789675039547855e-39,-,hypothetical protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS01450,2211.5935810512874,-2.219892946934007,0.12098136424557744,332.6227859533807,5.913978653128523e-73,1.6115591829775226e-71,lytM,glycyl-glycine endopeptidase LytM,Genetic information processing,Transcription,DNA-dependent RNA polymerase,"DNA-directed RNA polymerase, beta' subunit",TIGR02386,11.2
SAUSA300_RS01455,830.7473842507779,1.1744815620721225,0.12725276361966537,85.13161384734926,3.265163516874222e-19,2.0576822762657036e-18,-,ABC transporter ATP-binding protein,Metabolism,Transport and binding proteins,"Carbohydrates, organic alcohols, and acids","ABC transporter, ATP-binding subunit, PQQ-dependent alcohol dehydrogenase system",TIGR03864,143.2
SAUSA300_RS01465,893.3799635359593,0.9542170936958464,0.12253488782718704,62.15383758617536,3.1876134717425197e-14,1.5130881366674574e-13,-,ABC transporter permease,NA,NA,NA,NA,NA,NA
SAUSA300_RS01470,14779.898452917856,1.1893032357089057,0.14553210206266373,65.79933261132331,5.15058391215271e-15,2.5955767899769563e-14,-,hypothetical protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS01485,2186.890959284691,0.9962095503075384,0.13551285247115816,53.835960106599245,2.040186168230754e-12,8.73983681674397e-12,-,CHAP domain-containing protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS01490,51292.16683398881,1.21810543028996,0.15712097698273875,94.15029146793773,3.59355232526162e-21,2.573193307358868e-20,esxA,virulence factor EsxA,NA,NA,NA,WXG100 family type VII secretion target,TIGR03930,80.2
SAUSA300_RS01510,1465.5970919968597,1.2010091340902718,0.16503273730341209,52.252171969289876,4.5038614611004885e-12,1.8854714480823238e-11,essB,protein EssB,Genetic information processing,Protein fate,Protein and peptide secretion and trafficking,type VII secretion protein EssB,TIGR03926,452.3
SAUSA300_RS01545,2143.0065820854074,1.150913564270416,0.16450390045695829,53.27853930529267,2.6959522009696206e-12,1.149882221370086e-11,esaG,TIGR01741 family protein,NA,NA,NA,conserved hypothetical protein,TIGR01741,257.5
SAUSA300_RS01550,169.1885579083401,1.2444617120710002,0.1719814291514963,62.25066591019379,3.0369640444292214e-14,1.4462435570801293e-13,-,DUF5079 domain-containing protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS01560,291.7433850336492,1.4836349211274502,0.19883612579416313,64.23716059342667,1.1248064823862275e-14,5.526386440171399e-14,-,hypothetical protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS01615,3856.9285629009905,1.721284014443575,0.1892585979498814,90.74688897388509,1.970440994823423e-20,1.3179563290375759e-19,-,cystatin-like fold lipoprotein,Cell structure,Cell envelope,Surface structures,pilus (Caulobacter type) biogenesis lipoprotein CpaD,TIGR02522,13.3
SAUSA300_RS01620,8063.9144914130775,2.33525384657453,0.19566272813844768,154.01378997035707,3.6002315996144957e-34,4.2381926390661844e-33,-,membrane protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS01630,1003.695815190742,-0.9342945668602866,0.12850300647161847,61.290886762024385,4.907417916545739e-14,2.3034339598714687e-13,brnQ2,branched-chain amino acid transporter II carrier protein,Metabolism,Transport and binding proteins,"Amino acids, peptides and amines",branched-chain amino acid transport system II carrier protein,TIGR00796,404.8
SAUSA300_RS01635,297.7822832335883,1.9274147441936178,0.14492541228210448,198.228098488289,9.022259914999024e-44,1.427554351066781e-42,-,"5'-nucleotidase, lipoprotein e(P4) family",Metabolism,"Biosynthesis of cofactors, prosthetic groups, and carriers; Transport and binding proteins",Pyridine nucleotides; Other,"5'-nucleotidase, lipoprotein e(P4) family",TIGR01533,399.1
SAUSA300_RS01645,1833.8093576196102,-0.7724483192405102,0.09847504690132576,87.67801651455501,9.140303609677866e-20,5.899103842824991e-19,-,peptide ABC transporter permease,Metabolism,Transport and binding proteins,Other,"ABC exporter transmembrane subunit, DevC protein",TIGR01185,29.4
SAUSA300_RS01650,1569.2825497272302,-1.0128664907460803,0.13601416948015096,69.70136980952363,7.320485003909017e-16,3.8818355615322945e-15,-,ABC transporter ATP-binding protein,NA,NA,NA,"ABC exporter ATP-binding subunit, DevA family",TIGR02982,200.5
SAUSA300_RS01660,76.90324873785993,3.7673942544087398,0.2987729709661897,320.2345789278915,2.8969748739940833e-70,7.47876934575841e-69,-,carbohydrate kinase,Metabolism,Energy metabolism,Sugars,ribokinase,TIGR02152,99.2
SAUSA300_RS01665,80.96409803619099,2.988016002251999,0.2602861889753166,271.8422268509006,9.337066784911458e-60,1.9769055789924043e-58,psuG,pseudouridine-5'-phosphate glycosidase,NA,NA,NA,"CRISPR-associated endonuclease Cas1, subtype MYXAN",TIGR03983,10.8
SAUSA300_RS01670,146.64301711909573,2.9580732040517836,0.20624935409385278,349.79258432824213,1.105364233161228e-76,3.253086938193494e-75,-,pyrimidine nucleoside transporter NupC,Metabolism,Transport and binding proteins,"Nucleosides, purines and pyrimidines","nucleoside transporter, NupC family",TIGR00804,353.6
SAUSA300_RS01675,4207.8160676081325,-0.5648753786933448,0.1309688425390042,50.571883947715776,1.0434098471031431e-11,4.253123518039543e-11,nanT,hypothetical protein,Metabolism,Transport and binding proteins,Cations and iron carrying compounds,"transporter, solute:sodium symporter (SSS) family",TIGR00813,220.4
SAUSA300_RS01680,3515.7533803124197,-0.5178788601398402,0.11007873995808685,50.827823705130655,9.180753330057176e-12,3.7630859401613185e-11,nanA,N-acetylneuraminate lyase,Cell structure; Metabolism,Cell envelope; Central intermediary metabolism,Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides; Amino sugars,N-acetylneuraminate lyase,TIGR00683,367.8
SAUSA300_RS01690,1238.7590506706872,-0.7098281738099608,0.1088379876557924,53.115156521566504,2.9254340274983196e-12,1.2423596454440917e-11,nanR,MurR/RpiR family transcriptional regulator,NA,NA,NA,6-phospho 3-hexuloisomerase,TIGR03127,73.6
SAUSA300_RS01700,482.63832039824257,0.4990628040881328,0.14983933214985184,340.63530827627784,1.0764221778895262e-74,3.0460677591623804e-73,-,histidine transporter,Cellular processes,Cellular processes,Sporulation and germination,sporulation integral membrane protein YlbJ,TIGR02871,28.4
SAUSA300_RS01755,775.0177857135265,-1.796932248730271,0.14849528728212022,266.7008633451368,1.2207967521125592e-58,2.5301442545544097e-57,ulaA,PTS ascorbate transporter subunit IIC,NA,NA,NA,NA,NA,NA
SAUSA300_RS01760,166.15930743211533,-2.2262132312934777,0.19236990211039398,264.5644812060467,3.552653505570271e-58,7.311509976848468e-57,-,PTS lactose transporter subunit IIB,NA,NA,NA,NA,NA,NA
SAUSA300_RS01765,241.18719494282968,-2.6370474813219884,0.24229364569841735,165.91597321194013,9.371393783952743e-37,1.1637135825389419e-35,-,PTS ascorbate transporter subunit IIA,Metabolism; Signal transduction,Transport and binding proteins; Signal transduction,"Carbohydrates, organic alcohols, and acids; PTS","PTS system, fructose subfamily, IIA component",TIGR00848,32.7
SAUSA300_RS01770,1129.3513269019816,-2.9180524665684997,0.12471553855273297,700.9823215872113,6.076071999506315e-153,4.705757866986075e-151,-,hypothetical protein,Metabolism; Signal transduction,Transport and binding proteins; Signal transduction,"Carbohydrates, organic alcohols, and acids; PTS","PTS system, fructose subfamily, IIA component",TIGR00848,27.5
